"","SlideName","ScanLabel","ROILabel","SegmentLabel","SegmentDisplayName","Origin.Instrument.ID","CD31.","INS.","PanCK.","Others","QCFlags","AOISurfaceArea","AOINucleiCount","ROICoordinateX","ROICoordinateY","RawReads","AlignedReads","DeduplicatedReads","TrimmedReads","StitchedReads","SequencingSaturation","SequencingSetID","UMIQ30","RTSQ30","GeoMxNgsPipelineVersion","LOT_Human_Procode_NGS_IPA_Protein_1_1","Block_ID","Segment_name","Project","ROI_type","Donor","Segment_type","Anatomical_region","Donor_type","LOT_Human_Procode_NGS_Core_Protein_1_0","ROIID","SegmentID","ScanWidth","ScanHeight","ScanOffsetX","ScanOffsetY"
"1","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",1,"CD31+","65056512_InsSyto83PanCKCD31_71024_001_CD31","2204G0420","True","False","False","False",NA,6622.785419,82,25130,74487,1767932,1656538,239106,1757255,1739025,85.5659212164164,"LH00339:87:22N2M2LT3",0.9914,0.9905,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","endothelial_cells","nPOD","islet_present","6505","vasculature","Tail","mAAb",6210006,"e90a5544-fe60-4390-8680-cc715ca1003f","d7c28b84-9fe4-4d63-9171-be98b8486076",35773.62109375,77806.765625,6689,2056
"2","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",1,"Ins+","65056512_InsSyto83PanCKCD31_71024_001_Ins","2204G0420","False","True","False","False",NA,43875.119716,346,25130,74487,19517753,18140479,2324219,19367746,19099480,87.1876646697146,"LH00339:87:22N2M2LT3",0.9895,0.9885,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","beta_cells","nPOD","islet_present","6505","endocrine_cells","Tail","mAAb",6210006,"e90a5544-fe60-4390-8680-cc715ca1003f","0aafb8e3-d279-482c-8468-fc445fa947ab",35773.62109375,77806.765625,6689,2056
"3","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",1,"PanCK+","65056512_InsSyto83PanCKCD31_71024_001_PanCK","2204G0420","False","False","True","False",NA,20373.648138,171,25130,74487,3291494,3070908,585289,3273337,3237551,80.9408487652512,"LH00339:87:22N2M2LT3",0.9912,0.9912,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","duct_cells","nPOD","islet_present","6505","pancreatic_ducts","Tail","mAAb",6210006,"e90a5544-fe60-4390-8680-cc715ca1003f","8f048890-0479-4cdf-87b3-ce51046a53bd",35773.62109375,77806.765625,6689,2056
"4","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",1,"Others","65056512_InsSyto83PanCKCD31_71024_001_Others","2204G0420","False","False","False","True",NA,100426.99961,1000,25130,74487,14657820,13521176,1738661,14513128,14312624,87.1411998482972,"LH00339:87:22N2M2LT3",0.9877,0.9871,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","acinar_and_other","nPOD","islet_present","6505","exocrine_and_other","Tail","mAAb",6210006,"e90a5544-fe60-4390-8680-cc715ca1003f","bfed0332-47f9-496b-a1fe-41a46fd6bc3f",35773.62109375,77806.765625,6689,2056
"5","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",2,"CD31+","65056512_InsSyto83PanCKCD31_71024_002_CD31","2204G0420","True","False","False","False",NA,5517.87627,90,35512,63189,1425429,1329250,164958,1412278,1393775,87.5901448185067,"LH00339:87:22N2M2LT3",0.9883,0.989,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","endothelial_cells","nPOD","islet_present","6505","vasculature","Tail","mAAb",6210006,"a66cbf44-9b25-4fc8-bbe2-0772bddfe49b","c243acd8-a909-4e8d-9f73-7d00aa069f78",35773.62109375,77806.765625,6689,2056
"6","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",2,"Ins+","65056512_InsSyto83PanCKCD31_71024_002_Ins","2204G0420","False","True","False","False",NA,35531.134202,275,35512,63189,9380608,8782514,1651706,9315254,9216392,81.1932437568559,"LH00339:87:22N2M2LT3",0.9922,0.9918,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","beta_cells","nPOD","islet_present","6505","endocrine_cells","Tail","mAAb",6210006,"a66cbf44-9b25-4fc8-bbe2-0772bddfe49b","e74ccd37-e604-4ac7-9ca9-533082859629",35773.62109375,77806.765625,6689,2056
"7","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",2,"PanCK+","65056512_InsSyto83PanCKCD31_71024_002_PanCK","2204G0420","False","False","True","False",NA,30351.177832,275,35512,63189,8532682,7944552,968774,8457721,8348607,87.8058070486542,"LH00339:87:22N2M2LT3",0.9873,0.9887,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","duct_cells","nPOD","islet_present","6505","pancreatic_ducts","Tail","mAAb",6210006,"a66cbf44-9b25-4fc8-bbe2-0772bddfe49b","69e7f5a1-5937-4938-aa32-cee6cd15f868",35773.62109375,77806.765625,6689,2056
"8","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",2,"Others","65056512_InsSyto83PanCKCD31_71024_002_Others","2204G0420","False","False","False","True",NA,86891.147956,1028,35512,63189,10572478,9812038,1202517,10499169,10386933,87.7444726569547,"LH00339:87:22N2M2LT3",0.9921,0.9913,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","acinar_and_other","nPOD","islet_present","6505","exocrine_and_other","Tail","mAAb",6210006,"a66cbf44-9b25-4fc8-bbe2-0772bddfe49b","676a4f50-4c79-4b2d-b4c7-9484b09d67ca",35773.62109375,77806.765625,6689,2056
"9","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",3,"CD31+","65056512_InsSyto83PanCKCD31_71024_003_CD31","2204G0420","True","False","False","False",NA,6832.556184,95,11559,59960,1181774,1102460,177209,1170672,1150600,83.9260381329028,"LH00339:87:22N2M2LT3",0.9881,0.9881,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","endothelial_cells","nPOD","islet_present","6505","vasculature","Tail","mAAb",6210006,"e2b6c15f-7c19-462b-a760-a65ce7f2e355","8d570f4c-8c7f-453a-88cc-ae80a2ad2a98",35773.62109375,77806.765625,6689,2056
"10","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",3,"Ins+","65056512_InsSyto83PanCKCD31_71024_003_Ins","2204G0420","False","True","False","False",NA,22029.582688,190,11559,59960,11742936,10954621,1284224,11638502,11500230,88.2768742067845,"LH00339:87:22N2M2LT3",0.9887,0.9886,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","beta_cells","nPOD","islet_present","6505","endocrine_cells","Tail","mAAb",6210006,"e2b6c15f-7c19-462b-a760-a65ce7f2e355","4963695b-9a7b-4b8b-ae73-d144ceed13fb",35773.62109375,77806.765625,6689,2056
"11","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",3,"PanCK+","65056512_InsSyto83PanCKCD31_71024_003_PanCK","2204G0420","False","False","True","False",NA,33737.205106,288,11559,59960,8733452,8185005,889235,8671163,8565024,89.1358038266318,"LH00339:87:22N2M2LT3",0.9892,0.9898,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","duct_cells","nPOD","islet_present","6505","pancreatic_ducts","Tail","mAAb",6210006,"e2b6c15f-7c19-462b-a760-a65ce7f2e355","a388f08d-ff10-4d17-a1e4-f6b89adc6ece",35773.62109375,77806.765625,6689,2056
"12","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",3,"Others","65056512_InsSyto83PanCKCD31_71024_003_Others","2204G0420","False","False","False","True",NA,94817.338705,1134,11559,59960,10951871,10215224,1482126,10880227,10760288,85.4910083224802,"LH00339:87:22N2M2LT3",0.9917,0.9908,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","acinar_and_other","nPOD","islet_present","6505","exocrine_and_other","Tail","mAAb",6210006,"e2b6c15f-7c19-462b-a760-a65ce7f2e355","5c90c628-9c30-4102-b1d6-2e2af65d1733",35773.62109375,77806.765625,6689,2056
"13","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",4,"CD31+","65056512_InsSyto83PanCKCD31_71024_004_CD31","2204G0420","True","False","False","False",NA,4579.862712,76,24185,65247,1323683,1240364,149321,1313870,1296105,87.9615177480159,"LH00339:87:22N2M2LT3",0.9892,0.9896,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","endothelial_cells","nPOD","islet_present","6505","vasculature","Tail","mAAb",6210006,"d4fd9d04-5946-4665-879a-7da225569242","908e7666-a9bb-4c6b-987f-18c8c2eb2099",35773.62109375,77806.765625,6689,2056
"14","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",4,"Ins+","65056512_InsSyto83PanCKCD31_71024_004_Ins","2204G0420","False","True","False","False",NA,16778.961677,142,24185,65247,7965955,7397773,1022686,7901747,7793009,86.1757585695046,"LH00339:87:22N2M2LT3",0.9894,0.9894,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","beta_cells","nPOD","islet_present","6505","endocrine_cells","Tail","mAAb",6210006,"d4fd9d04-5946-4665-879a-7da225569242","fdfd9ed8-b3d8-4fcc-ba00-1fae978aa228",35773.62109375,77806.765625,6689,2056
"15","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",4,"PanCK+","65056512_InsSyto83PanCKCD31_71024_004_PanCK","2204G0420","False","False","True","False",NA,34110.695523,267,24185,65247,8458948,7855254,820352,8379509,8278141,89.5566457812822,"LH00339:87:22N2M2LT3",0.9879,0.9882,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","duct_cells","nPOD","islet_present","6505","pancreatic_ducts","Tail","mAAb",6210006,"d4fd9d04-5946-4665-879a-7da225569242","5fdc781d-d886-4748-88c1-0d2cde89641e",35773.62109375,77806.765625,6689,2056
"16","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",4,"Others","65056512_InsSyto83PanCKCD31_71024_004_Others","2204G0420","False","False","False","True",NA,104342.932292,1162,24185,65247,12051298,11196797,1590995,11972615,11845943,85.7906238721663,"LH00339:87:22N2M2LT3",0.9917,0.9913,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","acinar_and_other","nPOD","islet_present","6505","exocrine_and_other","Tail","mAAb",6210006,"d4fd9d04-5946-4665-879a-7da225569242","fe065586-c596-4f97-bf03-4e04783c6236",35773.62109375,77806.765625,6689,2056
"17","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",5,"CD31+","65056512_InsSyto83PanCKCD31_71024_005_CD31","2204G0420","True","False","False","False",NA,4374.220667,68,37327,74617,1095705,1024295,124955,1086698,1073212,87.8008776768412,"LH00339:87:22N2M2LT3",0.9873,0.989,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","endothelial_cells","nPOD","islet_present","6505","vasculature","Tail","mAAb",6210006,"2b94a7bd-5de5-4be0-bcab-d02ec4c28d78","a0fbedd0-48f8-4e1d-a5bf-ce02f55d7fb2",35773.62109375,77806.765625,6689,2056
"18","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",5,"Ins+","65056512_InsSyto83PanCKCD31_71024_005_Ins","2204G0420","False","True","False","False",NA,29429.043969,227,37327,74617,14510097,13481942,1319789,14402144,14203094,90.210690715032,"LH00339:87:22N2M2LT3",0.9885,0.9885,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","beta_cells","nPOD","islet_present","6505","endocrine_cells","Tail","mAAb",6210006,"2b94a7bd-5de5-4be0-bcab-d02ec4c28d78","6b76602b-d3db-4890-9703-3baed178e666",35773.62109375,77806.765625,6689,2056
"19","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",5,"PanCK+","65056512_InsSyto83PanCKCD31_71024_005_PanCK","2204G0420","False","False","True","False",NA,28353.512255,250,37327,74617,5928290,5525980,810335,5882426,5814054,85.335904219704,"LH00339:87:22N2M2LT3",0.989,0.9894,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","duct_cells","nPOD","islet_present","6505","pancreatic_ducts","Tail","mAAb",6210006,"2b94a7bd-5de5-4be0-bcab-d02ec4c28d78","c940977b-ef2f-41a7-9ff2-b5dd9068cdf3",35773.62109375,77806.765625,6689,2056
"20","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",5,"Others","65056512_InsSyto83PanCKCD31_71024_005_Others","2204G0420","False","False","False","True",NA,103295.190044,1060,37327,74617,13096223,12108174,1758065,12978345,12789999,85.4803457565113,"LH00339:87:22N2M2LT3",0.9894,0.9881,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","acinar_and_other","nPOD","islet_present","6505","exocrine_and_other","Tail","mAAb",6210006,"2b94a7bd-5de5-4be0-bcab-d02ec4c28d78","fd63cbed-2717-4fc6-9dd6-9103232ac51f",35773.62109375,77806.765625,6689,2056
"21","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",6,"CD31+","65056512_InsSyto83PanCKCD31_71024_006_CD31","2204G0420","True","False","False","False",NA,4754.698149,81,41004,73198,570848,535508,113227,567816,561629,78.8561515420871,"LH00339:87:22N2M2LT3",0.9912,0.9914,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","endothelial_cells","nPOD","islet_absent","6505","vasculature","Tail","mAAb",6210006,"c8a1beb6-7847-4be6-8a31-878d88c3e703","a8db1896-794b-470a-9ef4-36e6c8353b1e",35773.62109375,77806.765625,6689,2056
"22","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",6,"PanCK+","65056512_InsSyto83PanCKCD31_71024_006_PanCK","2204G0420","False","False","True","False",NA,27174.444933,222,41004,73198,6860849,6381843,653652,6803153,6723642,89.7576295750303,"LH00339:87:22N2M2LT3",0.9882,0.9893,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","duct_cells","nPOD","islet_absent","6505","pancreatic_ducts","Tail","mAAb",6210006,"c8a1beb6-7847-4be6-8a31-878d88c3e703","117ee793-51b2-4fc2-9306-07aba98c746b",35773.62109375,77806.765625,6689,2056
"23","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",6,"Others","65056512_InsSyto83PanCKCD31_71024_006_Others","2204G0420","False","False","False","True",NA,119019.104814,1175,41004,73198,16453228,15279236,1832636,16332044,16139029,88.0057091859829,"LH00339:87:22N2M2LT3",0.9899,0.9886,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","acinar_and_other","nPOD","islet_absent","6505","exocrine_and_other","Tail","mAAb",6210006,"c8a1beb6-7847-4be6-8a31-878d88c3e703","7af520a1-0ee4-4219-a3c0-624bfe73c3b2",35773.62109375,77806.765625,6689,2056
"24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",7,"CD31+","65056512_InsSyto83PanCKCD31_71024_007_CD31","2204G0420","True","False","False","False",NA,5320.174073,81,39183,61340,1190174,1115244,132757,1182919,1169318,88.0961475695005,"LH00339:87:22N2M2LT3",0.9911,0.991,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","endothelial_cells","nPOD","islet_absent","6505","vasculature","Tail","mAAb",6210006,"c7708445-820f-42ef-8496-75c6125179a3","52314f73-acc8-4d94-be1f-31542c5830ab",35773.62109375,77806.765625,6689,2056
"25","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",7,"PanCK+","65056512_InsSyto83PanCKCD31_71024_007_PanCK","2204G0420","False","False","True","False",NA,28028.772501,243,39183,61340,8860854,8277821,845414,8789208,8690904,89.7869982933915,"LH00339:87:22N2M2LT3",0.9896,0.99,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","duct_cells","nPOD","islet_absent","6505","pancreatic_ducts","Tail","mAAb",6210006,"c7708445-820f-42ef-8496-75c6125179a3","337af617-d2b3-46c3-8589-1e3b51a6dee9",35773.62109375,77806.765625,6689,2056
"26","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",7,"Others","65056512_InsSyto83PanCKCD31_71024_007_Others","2204G0420","False","False","False","True",NA,113558.713038,1160,39183,61340,14976543,13876998,1830189,14843637,14655235,86.8113478145634,"LH00339:87:22N2M2LT3",0.9881,0.9885,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","acinar_and_other","nPOD","islet_absent","6505","exocrine_and_other","Tail","mAAb",6210006,"c7708445-820f-42ef-8496-75c6125179a3","8c77d5b9-94aa-4628-ae5b-5ea7d1e7dd9b",35773.62109375,77806.765625,6689,2056
"27","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",8,"CD31+","65056512_InsSyto83PanCKCD31_71024_008_CD31","2204G0420","True","False","False","False",NA,4645.287054,77,24527,72547,1466285,1375538,162498,1456271,1438091,88.1865859031157,"LH00339:87:22N2M2LT3",0.9894,0.9881,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","endothelial_cells","nPOD","islet_absent","6505","vasculature","Tail","mAAb",6210006,"1abb2a1d-082e-4265-a62c-154d4d815360","763217cd-d7cc-4329-9a76-ffafaeca5c06",35773.62109375,77806.765625,6689,2056
"28","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",8,"PanCK+","65056512_InsSyto83PanCKCD31_71024_008_PanCK","2204G0420","False","False","True","False",NA,27579.694738,207,24527,72547,6357191,5916753,745766,6300407,6225100,87.3956881417899,"LH00339:87:22N2M2LT3",0.9886,0.9879,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","duct_cells","nPOD","islet_absent","6505","pancreatic_ducts","Tail","mAAb",6210006,"1abb2a1d-082e-4265-a62c-154d4d815360","1e6645d4-ec04-4f0a-a7db-3522fc3a65c1",35773.62109375,77806.765625,6689,2056
"29","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",8,"Others","65056512_InsSyto83PanCKCD31_71024_008_Others","2204G0420","False","False","False","True",NA,107376.589143,1101,24527,72547,15120632,14026550,1806617,14985146,14797024,87.1200188214493,"LH00339:87:22N2M2LT3",0.9887,0.9885,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6505_PT_02","acinar_and_other","nPOD","islet_absent","6505","exocrine_and_other","Tail","mAAb",6210006,"1abb2a1d-082e-4265-a62c-154d4d815360","6d03560a-fddd-46e1-b425-7258829df3c1",35773.62109375,77806.765625,6689,2056
"30","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",9,"CD31+","65056512_InsSyto83PanCKCD31_71024_009_CD31","2204G0420","True","False","False","False",NA,4080.128724,60,10758,31450,1170863,1092162,147689,1164028,1148219,86.4773724044601,"LH00339:87:22N2M2LT3",0.9895,0.9901,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6512_PT_02B","endothelial_cells","nPOD","islet_present","6512","vasculature","Tail","mAAb",6210006,"346f2eb9-b03c-439c-b3fd-3fdc1f53fab8","1c5045c8-6c32-4732-badb-57569f087145",35773.62109375,77806.765625,6689,2056
"31","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",9,"Ins+","65056512_InsSyto83PanCKCD31_71024_009_Ins","2204G0420","False","True","False","False",NA,49627.062684,364,10758,31450,34915482,32214569,2979732,34637771,34205984,90.7503589447371,"LH00339:87:22N2M2LT3",0.9891,0.9897,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6512_PT_02B","beta_cells","nPOD","islet_present","6512","endocrine_cells","Tail","mAAb",6210006,"346f2eb9-b03c-439c-b3fd-3fdc1f53fab8","59f90a11-d6c1-4d5b-9280-9ae4a43c3d9b",35773.62109375,77806.765625,6689,2056
"32","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",9,"PanCK+","65056512_InsSyto83PanCKCD31_71024_009_PanCK","2204G0420","False","False","True","False",NA,25838.486228,227,10758,31450,10676809,10028169,1163590,10603383,10486235,88.3967850960629,"LH00339:87:22N2M2LT3",0.9898,0.9902,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6512_PT_02B","duct_cells","nPOD","islet_present","6512","pancreatic_ducts","Tail","mAAb",6210006,"346f2eb9-b03c-439c-b3fd-3fdc1f53fab8","963c8088-a759-4a59-91b2-05bd436326cb",35773.62109375,77806.765625,6689,2056
"33","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",9,"Others","65056512_InsSyto83PanCKCD31_71024_009_Others","2204G0420","False","False","False","True",NA,89439.362544,1033,10758,31450,10552544,9728481,1153198,10478375,10355698,88.146165881395,"LH00339:87:22N2M2LT3",0.9899,0.989,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6512_PT_02B","acinar_and_other","nPOD","islet_present","6512","exocrine_and_other","Tail","mAAb",6210006,"346f2eb9-b03c-439c-b3fd-3fdc1f53fab8","6d2e922b-b074-4336-9cad-0964f035746e",35773.62109375,77806.765625,6689,2056
"34","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",10,"CD31+","65056512_InsSyto83PanCKCD31_71024_010_CD31","2204G0420","True","False","False","False",NA,4414.713888,60,23382,13191,1171773,1091835,113214,1162481,1148939,89.6308508153705,"LH00339:87:22N2M2LT3",0.9891,0.9874,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6512_PT_02B","endothelial_cells","nPOD","islet_present","6512","vasculature","Tail","mAAb",6210006,"79923f85-ed41-4455-8831-5184987c1017","b7fbf440-4d74-444d-bdd8-5dc7e6ce85ed",35773.62109375,77806.765625,6689,2056
"35","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",10,"Ins+","65056512_InsSyto83PanCKCD31_71024_010_Ins","2204G0420","False","True","False","False",NA,27554.763618,228,23382,13191,20896599,19241377,1885121,20757812,20481293,90.2027749885052,"LH00339:87:22N2M2LT3",0.9883,0.9891,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6512_PT_02B","beta_cells","nPOD","islet_present","6512","endocrine_cells","Tail","mAAb",6210006,"79923f85-ed41-4455-8831-5184987c1017","5e329d3a-700a-4a34-9d60-8bff16eae290",35773.62109375,77806.765625,6689,2056
"36","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",10,"PanCK+","65056512_InsSyto83PanCKCD31_71024_010_PanCK","2204G0420","False","False","True","False",NA,30786.757855,326,23382,13191,11073661,10319960,1331005,10992714,10844697,87.1026147388168,"LH00339:87:22N2M2LT3",0.9893,0.9887,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6512_PT_02B","duct_cells","nPOD","islet_present","6512","pancreatic_ducts","Tail","mAAb",6210006,"79923f85-ed41-4455-8831-5184987c1017","deab9606-97ff-4741-8ca9-3204e8c8574d",35773.62109375,77806.765625,6689,2056
"37","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",10,"Others","65056512_InsSyto83PanCKCD31_71024_010_Others","2204G0420","False","False","False","True",NA,116626.034842,1318,23382,13191,13681487,12489410,1462192,13567280,13399020,88.2925454445006,"LH00339:87:22N2M2LT3",0.9884,0.9882,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6512_PT_02B","acinar_and_other","nPOD","islet_present","6512","exocrine_and_other","Tail","mAAb",6210006,"79923f85-ed41-4455-8831-5184987c1017","0c154bff-8a00-46bc-a772-e98a0449db80",35773.62109375,77806.765625,6689,2056
"38","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",11,"CD31+","65056512_InsSyto83PanCKCD31_71024_011_CD31","2204G0420","True","False","False","False",NA,3556.892788,58,38426,33314,716243,667012,85585,710784,699603,87.168896511607,"LH00339:87:22N2M2LT3",0.9894,0.9901,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6512_PT_02B","endothelial_cells","nPOD","islet_present","6512","vasculature","Tail","mAAb",6210006,"3fed8a0d-f1e9-4d0d-a1b1-64c400712ef7","b12f2dc5-7c17-4009-b8cf-01676f61eb23",35773.62109375,77806.765625,6689,2056
"39","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",11,"Ins+","65056512_InsSyto83PanCKCD31_71024_011_Ins","2204G0420","False","True","False","False",NA,24717.538589,233,38426,33314,13861800,12827139,1473324,13734137,13552680,88.5140092424351,"LH00339:87:22N2M2LT3",0.9874,0.9885,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6512_PT_02B","beta_cells","nPOD","islet_present","6512","endocrine_cells","Tail","mAAb",6210006,"3fed8a0d-f1e9-4d0d-a1b1-64c400712ef7","deb91b0f-09b8-4ddf-9552-854cc7358c92",35773.62109375,77806.765625,6689,2056
"40","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24","6505/6512 Ins/Syto83/PanCK/CD31 7-10-24",11,"PanCK+","65056512_InsSyto83PanCKCD31_71024_011_PanCK","2204G0420","False","False","True","False",NA,25652.217411,368,38426,33314,8213377,7681247,824477,8162449,8070674,89.2663652138774,"LH00339:87:22N2M2LT3",0.9895,0.9912,"""GeoMx_NGS_Pipeline_3.1.1.5""",612044,"6512_PT_02B","duct_cells","nPOD","islet_present","6512","pancreatic_ducts","Tail","mAAb",6210006,"3fed8a0d-f1e9-4d0d-a1b1-64c400712ef7","393e3c14-5741-43ae-8ab6-dcca9da107d7",35773.62109375,77806.765625,6689,2056
